      No     Day     Mon    Year  Qobs_0009304070  Qsim_0009304070
     628      19       9    1956        4.0800000        3.7808982
     629      20       9    1956        4.0800000        3.6866371
     630      21       9    1956        4.0800000        3.5997125
     631      22       9    1956        4.0800000        3.5191965
     632      23       9    1956        4.0800000        3.4442915
     633      24       9    1956        4.2500000        3.3743114
     634      25       9    1956        4.2500000        3.3086651
     635      26       9    1956        4.2500000        3.2468435
     636      27       9    1956        4.2500000        3.1891614
     637      28       9    1956        4.2500000        3.1485940
     638      29       9    1956        4.0800000        3.1386264
     639      30       9    1956        4.2500000        3.2622276
     640       1      10    1956        3.9100000        3.3642436
     641       2      10    1956        3.7400000        3.3569442
     642       3      10    1956        4.8100000        4.3178454
     643       4      10    1956        4.4200000        5.0127481
     644       5      10    1956        4.4200000        4.7632701
     645       6      10    1956        4.6100000        5.1218918
     646       7      10    1956        4.6100000        5.5930025
     647       8      10    1956        4.4200000        5.4780640
     648       9      10    1956        4.2500000        5.2531255
     649      10      10    1956        3.9100000        4.9716151
     650      11      10    1956        3.7400000        4.5266879
     651      12      10    1956        3.9100000        4.2962886
     652      13      10    1956        3.7400000        4.1149097
     653      14      10    1956        3.5700000        3.9521916
     654      15      10    1956        3.5700000        3.8068395
     655      16      10    1956        3.5700000        3.6769306
     656      17      10    1956        3.5700000        3.5626988
     657      18      10    1956        3.9100000        3.5944386
     658      19      10    1956        4.2500000        4.4421749
     659      20      10    1956        4.2500000        4.8788495
     660      21      10    1956        3.9100000        4.4766264
     661      22      10    1956        3.7400000        4.2285399
     662      23      10    1956        3.5700000        4.0402933
     663      24      10    1956        3.5700000        3.8790241
     664      25      10    1956        3.5700000        3.7350663
     665      26      10    1956        3.4200000        3.6141085
     666      27      10    1956        3.5700000        3.9056820
     667      28      10    1956        4.0800000        4.7379148
     668      29      10    1956        3.9100000        5.1062521
     669      30      10    1956        3.7400000        4.8747322
     670      31      10    1956        3.5700000        4.7057850
     671       1      11    1956        3.4200000        4.5082660
